Hollis Thompson,2.6,1.3,1.3
Jason Thompson,2.4,0.9,1.5
Klay Thompson,8.8,5.7,3.1
Tristan Thompson,6.8,4.7,2.1
Marcus Thornton,1.4,0.8,0.6
Anthony Tolliver,2.5,1.8,0.8
P.J. Tucker,4.9,2.2,2.7
Ronny Turiaf,0.0,0.0,0.0
Hedo Turkoglu,1.2,0.6,0.6
Evan Turner,2.5,-0.3,2.8
Ekpe Udoh,0.3,0.0,0.2
Beno Udrih,3.6,2.0,1.6
Jonas Valanciunas,8.2,5.8,2.4
Anderson Varejao,1.9,1.2,0.7
Greivis Vasquez,2.8,1.9,0.9
Charlie Villanueva,1.4,0.6,0.7
Noah Vonleh,0.5,0.1,0.4
Nikola Vucevic,7.0,4.5,2.5
Dwyane Wade,3.5,2.1,1.4
Dion Waiters,0.7,-0.3,1.0
Henry Walker,0.5,-0.1,0.6
Kemba Walker,4.5,1.8,2.6
John Wall,7.8,3.6,4.2
Gerald Wallace,0.1,-0.3,0.4
T.J. Warren,1.1,0.7,0.4
C.J. Watson,4.0,2.2,1.8
David Wear,0.0,0.0,0.0
Travis Wear,-0.3,-0.5,0.2
Martell Webster,0.0,-0.3,0.3
David West,4.3,1.4,2.8
Russell Westbrook,10.6,7.5,3.2
Hassan Whiteside,5.3,2.8,2.4
Shayne Whittington,0.4,0.3,0.2
Andrew Wiggins,2.1,2.1,0.0
C.J. Wilcox,0.0,-0.1,0.1
Deron Williams,3.6,2.3,1.3
Derrick Williams,2.1,1.7,0.4
Elliot Williams,0.1,0.0,0.0
Lou Williams,6.6,5.4,1.1
Marvin Williams,4.3,1.5,2.9
Mo Williams,1.4,0.7,0.7
Player, ,WS,WS/48
Reggie Williams,0.2,0.1,0.1
Shawne Williams,2.0,1.3,0.7
Jeff Withey,0.8,0.5,0.3
Nate Wolters,0.1,-0.1,0.2
Brandan Wright,3.0,2.0,1.1
Dorell Wright,1.6,0.7,0.8
Tony Wroten,0.3,-0.6,0.9
James Young,0.3,0.1,0.3
Nick Young,1.2,1.1,0.1
Thaddeus Young,1.6,0.8,0.8
Cody Zeller,3.8,1.6,2.2
Tyler Zeller,6.5,4.5,2.0
